Geography,Geographic_Area_Name,County,tot_pop_est,tot_pop_err,tot_pop_under_5_est,tot_pop_under_5_err,tot_pop_over_65_est,tot_pop_over_65_err,per_pop_under_5_est,per_pop_under_5_err,per_pop_over_65_est,per_pop_over_65_err
1400000US36081038400,"Census Tract 384, Queens County, New York",Queens,2331,448,160,82,372,164,6.9,3.1,16,5.4
1400000US36081039400,"Census Tract 394, Queens County, New York",Queens,2884,430,145,92,385,88,5,3.2,13.3,2.6
1400000US36081039800,"Census Tract 398, Queens County, New York",Queens,1695,357,102,69,197,59,6,3.9,11.6,3.5
1400000US36081039901,"Census Tract 399.01, Queens County, New York",Queens,2475,544,74,57,181,72,3,2.1,7.3,2.9
1400000US36081039902,"Census Tract 399.02, Queens County, New York",Queens,1391,406,198,152,186,101,14.2,9.7,13.4,7
1400000US36081040000,"Census Tract 400, Queens County, New York",Queens,1509,294,15,17,197,78,1,1.2,13.1,5.1
1400000US36081040101,"Census Tract 401.01, Queens County, New York",Queens,2761,727,77,87,443,233,2.8,2.9,16,6.3
1400000US36081040102,"Census Tract 401.02, Queens County, New York",Queens,4436,708,420,151,299,140,9.5,3.2,6.7,3.4
1400000US36081040200,"Census Tract 402, Queens County, New York",Queens,1557,279,40,33,179,76,2.6,2.1,11.5,4.8
1400000US36081040301,"Census Tract 403.01, Queens County, New York",Queens,3139,598,389,309,119,85,12.4,8.4,3.8,2.7
1400000US36081040302,"Census Tract 403.02, Queens County, New York",Queens,4156,845,323,177,262,134,7.8,3.7,6.3,3
1400000US36081040400,"Census Tract 404, Queens County, New York",Queens,4095,607,174,119,747,236,4.2,2.7,18.2,5.8
1400000US36081040501,"Census Tract 405.01, Queens County, New York",Queens,1087,476,46,44,82,88,4.2,3.9,7.5,8.2
1400000US36081040502,"Census Tract 405.02, Queens County, New York",Queens,2178,470,125,68,112,64,5.7,2.9,5.1,3.1
1400000US36081040701,"Census Tract 407.01, Queens County, New York",Queens,3781,926,365,183,181,51,9.7,4.5,4.8,1.6
1400000US36081040702,"Census Tract 407.02, Queens County, New York",Queens,4510,1061,422,214,576,428,9.4,4.3,12.8,8.7
1400000US36081040901,"Census Tract 409.01, Queens County, New York",Queens,1605,413,23,26,105,59,1.4,1.6,6.5,4.4
1400000US36081040902,"Census Tract 409.02, Queens County, New York",Queens,3120,857,378,223,85,73,12.1,4.9,2.7,2.6
1400000US36081041100,"Census Tract 411, Queens County, New York",Queens,3884,774,134,94,258,129,3.5,2.4,6.6,3.1
1400000US36081041300,"Census Tract 413, Queens County, New York",Queens,4668,968,567,289,351,149,12.1,4.9,7.5,3.5
1400000US36081041400,"Census Tract 414, Queens County, New York",Queens,4468,639,264,116,475,135,5.9,2.4,10.6,2.7
1400000US36081041500,"Census Tract 415, Queens County, New York",Queens,4259,792,249,140,551,269,5.8,3,12.9,6.5
1400000US36081042400,"Census Tract 424, Queens County, New York",Queens,2314,393,63,42,452,99,2.7,1.7,19.5,4.3
1400000US36081042600,"Census Tract 426, Queens County, New York",Queens,470,113,0,12,284,105,0,7.2,60.4,12.9
1400000US36081042700,"Census Tract 427, Queens County, New York",Queens,4732,796,501,319,354,131,10.6,5.5,7.5,3.2
1400000US36081043200,"Census Tract 432, Queens County, New York",Queens,1227,222,50,43,124,29,4.1,3.3,10.1,2.4
1400000US36081043400,"Census Tract 434, Queens County, New York",Queens,1841,338,128,91,335,124,7,4.7,18.2,6.7
1400000US36081043701,"Census Tract 437.01, Queens County, New York",Queens,3007,568,217,128,488,142,7.2,3.4,16.2,5.1
1400000US36081043702,"Census Tract 437.02, Queens County, New York",Queens,6938,1251,469,272,1071,283,6.8,3.2,15.4,4.6
1400000US36081043900,"Census Tract 439, Queens County, New York",Queens,3411,714,297,165,270,111,8.7,4.1,7.9,3.5
1400000US36081044000,"Census Tract 440, Queens County, New York",Queens,4165,797,441,192,285,114,10.6,3.7,6.8,2.7
1400000US36081044301,"Census Tract 443.01, Queens County, New York",Queens,3780,872,311,144,661,161,8.2,3.5,17.5,5.7
1400000US36081044302,"Census Tract 443.02, Queens County, New York",Queens,4104,764,197,120,575,218,4.8,2.8,14,5.2
1400000US36081044400,"Census Tract 444, Queens County, New York",Queens,3693,760,345,130,558,132,9.3,3.2,15.1,4
1400000US36081044601,"Census Tract 446.01, Queens County, New York",Queens,3666,549,57,53,585,129,1.6,1.4,16,4.2
1400000US36081044602,"Census Tract 446.02, Queens County, New York",Queens,5016,588,613,194,441,160,12.2,3.7,8.8,3.2
1400000US36081044800,"Census Tract 448, Queens County, New York",Queens,2911,509,303,117,326,127,10.4,3.5,11.2,4.3
1400000US36081045000,"Census Tract 450, Queens County, New York",Queens,2154,326,154,110,279,71,7.1,5.2,13,3.8
1400000US36081045200,"Census Tract 452, Queens County, New York",Queens,1238,298,80,49,451,142,6.5,3.3,36.4,10.7
1400000US36081045400,"Census Tract 454, Queens County, New York",Queens,5017,908,522,170,810,361,10.4,3.4,16.1,5.3
1400000US36081045500,"Census Tract 455, Queens County, New York",Queens,14220,2047,1271,531,1202,240,8.9,3.4,8.5,2.1
1400000US36081045600,"Census Tract 456, Queens County, New York",Queens,1442,330,79,43,353,230,5.5,2.8,24.5,12.6
1400000US36081045700,"Census Tract 457, Queens County, New York",Queens,3557,662,313,183,601,218,8.8,4.2,16.9,5.6
1400000US36081045800,"Census Tract 458, Queens County, New York",Queens,2259,375,215,72,251,72,9.5,3.1,11.1,3.5
1400000US36081045900,"Census Tract 459, Queens County, New York",Queens,4196,665,192,98,293,137,4.6,2.1,7,3.5
1400000US36081046000,"Census Tract 460, Queens County, New York",Queens,6156,831,580,358,813,189,9.4,5.1,13.2,3.3
1400000US36081046100,"Census Tract 461, Queens County, New York",Queens,2639,451,189,126,290,104,7.2,4.3,11,3.8
1400000US36081046200,"Census Tract 462, Queens County, New York",Queens,6355,1132,419,286,1225,445,6.6,3.8,19.3,4.9
1400000US36081046300,"Census Tract 463, Queens County, New York",Queens,3679,614,155,87,433,155,4.2,2.3,11.8,4.1
1400000US36081046400,"Census Tract 464, Queens County, New York",Queens,2000,355,70,55,209,55,3.5,2.6,10.5,3.7
1400000US36081046500,"Census Tract 465, Queens County, New York",Queens,4189,751,352,200,467,172,8.4,4.1,11.1,4.5
1400000US36081046600,"Census Tract 466, Queens County, New York",Queens,3891,717,282,121,543,192,7.2,3.2,14,4.4
1400000US36081046700,"Census Tract 467, Queens County, New York",Queens,5909,925,233,183,773,203,3.9,3,13.1,3.9
1400000US36081046800,"Census Tract 468, Queens County, New York",Queens,3426,642,465,299,554,161,13.6,7.2,16.2,4.7
1400000US36081046901,"Census Tract 469.01, Queens County, New York",Queens,4026,1080,212,120,613,272,5.3,2.8,15.2,7.7
1400000US36081046902,"Census Tract 469.02, Queens County, New York",Queens,3800,462,308,158,440,118,8.1,4,11.6,3.8
1400000US36081047000,"Census Tract 470, Queens County, New York",Queens,3452,656,301,158,670,265,8.7,3.6,19.4,6
1400000US36081047100,"Census Tract 471, Queens County, New York",Queens,4381,673,263,104,597,167,6,2.2,13.6,4.1
1400000US36081047200,"Census Tract 472, Queens County, New York",Queens,3769,483,179,85,931,174,4.7,2.2,24.7,5
1400000US36081047300,"Census Tract 473, Queens County, New York",Queens,4254,589,336,176,607,90,7.9,3.8,14.3,2.8
1400000US36081047500,"Census Tract 475, Queens County, New York",Queens,4651,743,279,120,447,181,6,2.4,9.6,3.3
1400000US36081047600,"Census Tract 476, Queens County, New York",Queens,1435,239,64,39,359,94,4.5,2.6,25,6.6
1400000US36081047801,"Census Tract 478.01, Queens County, New York",Queens,3630,675,120,129,963,435,3.3,3.3,26.5,9.7
1400000US36081047802,"Census Tract 478.02, Queens County, New York",Queens,1090,308,150,127,47,124,13.8,12.7,4.3,11.1
1400000US36081047900,"Census Tract 479, Queens County, New York",Queens,5737,737,301,203,626,170,5.2,3.3,10.9,3.2
1400000US36081048000,"Census Tract 480, Queens County, New York",Queens,2307,429,44,40,534,172,1.9,1.6,23.1,6.6
1400000US36081048100,"Census Tract 481, Queens County, New York",Queens,6985,1117,471,233,1394,445,6.7,3.2,20,6.2
1400000US36081048200,"Census Tract 482, Queens County, New York",Queens,1289,192,70,31,257,62,5.4,2.2,19.9,5.1
1400000US36081048301,"Census Tract 483.01, Queens County, New York",Queens,1997,369,65,46,246,129,3.3,2.4,12.3,5.7
1400000US36081048302,"Census Tract 483.02, Queens County, New York",Queens,1948,493,155,159,82,48,8,6.7,4.2,2.7
1400000US36081048400,"Census Tract 484, Queens County, New York",Queens,4901,812,234,121,588,157,4.8,2.2,12,3.9
1400000US36081048500,"Census Tract 485, Queens County, New York",Queens,4427,667,199,132,567,173,4.5,2.8,12.8,3.5
1400000US36081048900,"Census Tract 489, Queens County, New York",Queens,1490,297,116,53,215,115,7.8,3.2,14.4,6.8
1400000US36081049201,"Census Tract 492.01, Queens County, New York",Queens,3111,380,188,92,564,158,6,3,18.1,5.3
1400000US36081049202,"Census Tract 492.02, Queens County, New York",Queens,2525,937,251,247,544,397,9.9,7,21.5,9.1
1400000US36081049301,"Census Tract 493.01, Queens County, New York",Queens,2129,374,139,76,450,144,6.5,3.4,21.1,6
1400000US36081049302,"Census Tract 493.02, Queens County, New York",Queens,3150,600,260,89,629,287,8.3,2.7,20,6.8
1400000US36081049500,"Census Tract 495, Queens County, New York",Queens,1600,236,171,91,229,74,10.7,5.1,14.3,4.6
1400000US36081049600,"Census Tract 496, Queens County, New York",Queens,3214,456,152,72,493,112,4.7,2.2,15.3,3.7
1400000US36081049700,"Census Tract 497, Queens County, New York",Queens,3112,674,195,150,214,82,6.3,4,6.9,3.5
1400000US36081049900,"Census Tract 499, Queens County, New York",Queens,5556,672,238,117,580,158,4.3,2,10.4,2.7
1400000US36081050000,"Census Tract 500, Queens County, New York",Queens,4378,724,272,131,596,166,6.2,2.7,13.6,3.7
1400000US36081050201,"Census Tract 502.01, Queens County, New York",Queens,1390,302,62,50,303,107,4.5,3.3,21.8,8
1400000US36081050202,"Census Tract 502.02, Queens County, New York",Queens,1327,212,90,47,171,85,6.8,3.2,12.9,5.6
1400000US36081050400,"Census Tract 504, Queens County, New York",Queens,1731,291,68,47,219,75,3.9,2.7,12.7,4.3
1400000US36081050500,"Census Tract 505, Queens County, New York",Queens,1716,486,129,81,175,66,7.5,4.8,10.2,4.7
1400000US36081050600,"Census Tract 506, Queens County, New York",Queens,1540,301,85,70,250,100,5.5,4.3,16.2,6
1400000US36081050700,"Census Tract 507, Queens County, New York",Queens,3722,482,74,72,432,116,2,1.9,11.6,3.3
1400000US36081050800,"Census Tract 508, Queens County, New York",Queens,1961,405,101,65,368,125,5.2,3,18.8,5.7
1400000US36081051000,"Census Tract 510, Queens County, New York",Queens,1735,342,78,47,254,62,4.5,2.6,14.6,3.8
1400000US36081051100,"Census Tract 511, Queens County, New York",Queens,2292,427,101,61,326,106,4.4,2.4,14.2,4.5
1400000US36081051200,"Census Tract 512, Queens County, New York",Queens,2518,521,183,97,406,193,7.3,3.7,16.1,7.1
1400000US36081051300,"Census Tract 513, Queens County, New York",Queens,2530,332,241,127,302,82,9.5,4.7,11.9,3.1
1400000US36081051500,"Census Tract 515, Queens County, New York",Queens,3501,528,299,143,318,88,8.5,4,9.1,2.7
1400000US36081051600,"Census Tract 516, Queens County, New York",Queens,2040,460,89,106,324,113,4.4,5,15.9,5.2
1400000US36081051700,"Census Tract 517, Queens County, New York",Queens,1910,352,69,33,234,69,3.6,1.8,12.3,3.7
1400000US36081051800,"Census Tract 518, Queens County, New York",Queens,2073,339,80,42,304,90,3.9,2.2,14.7,4.5
1400000US36081052000,"Census Tract 520, Queens County, New York",Queens,1313,260,24,22,220,55,1.8,1.6,16.8,4.5
1400000US36081052100,"Census Tract 521, Queens County, New York",Queens,2025,457,113,60,273,77,5.6,3,13.5,4.7
1400000US36081052200,"Census Tract 522, Queens County, New York",Queens,1728,272,122,50,293,90,7.1,2.8,17,5.1
1400000US36081052400,"Census Tract 524, Queens County, New York",Queens,1815,385,56,33,221,58,3.1,1.9,12.2,3.4
1400000US36081052500,"Census Tract 525, Queens County, New York",Queens,2516,309,180,74,301,89,7.2,2.6,12,3.3
1400000US36081052600,"Census Tract 526, Queens County, New York",Queens,2131,344,126,61,259,78,5.9,2.5,12.2,3.7
1400000US36081052800,"Census Tract 528, Queens County, New York",Queens,1480,293,138,109,258,108,9.3,6.4,17.4,7.9
1400000US36081053000,"Census Tract 530, Queens County, New York",Queens,2418,526,127,88,269,58,5.3,2.8,11.1,3.3
1400000US36081053100,"Census Tract 531, Queens County, New York",Queens,3624,576,50,51,398,178,1.4,1.4,11,4.9
1400000US36081053200,"Census Tract 532, Queens County, New York",Queens,2184,333,97,62,341,103,4.4,2.7,15.6,4.5
1400000US36081053401,"Census Tract 534.01, Queens County, New York",Queens,2066,465,34,55,372,139,1.6,2.6,18,6.4
1400000US36081053501,"Census Tract 535.01, Queens County, New York",Queens,1315,332,72,53,84,47,5.5,3.8,6.4,3.7
1400000US36081053502,"Census Tract 535.02, Queens County, New York",Queens,0,12,0,12,0,12,-,**,-,**
1400000US36081053601,"Census Tract 536.01, Queens County, New York",Queens,2297,557,144,119,636,414,6.3,5.1,27.7,13.9
1400000US36081053800,"Census Tract 538, Queens County, New York",Queens,1728,345,155,91,233,118,9,5.1,13.5,5.4
1400000US36081053901,"Census Tract 539.01, Queens County, New York",Queens,4285,513,224,113,450,112,5.2,2.5,10.5,2.6
1400000US36081053902,"Census Tract 539.02, Queens County, New York",Queens,169,97,23,35,0,12,13.6,16.9,0,18.6
1400000US36081054000,"Census Tract 540, Queens County, New York",Queens,4106,680,227,121,578,195,5.5,2.7,14.1,4.5
1400000US36081054200,"Census Tract 542, Queens County, New York",Queens,5354,899,443,184,1238,594,8.3,3,23.1,8.9
1400000US36081054500,"Census Tract 545, Queens County, New York",Queens,3670,546,149,73,278,120,4.1,2,7.6,3
1400000US36081054700,"Census Tract 547, Queens County, New York",Queens,4595,702,191,91,451,245,4.2,1.9,9.8,5
1400000US36081054800,"Census Tract 548, Queens County, New York",Queens,2458,370,174,89,392,103,7.1,3.4,15.9,3.9
1400000US36081054900,"Census Tract 549, Queens County, New York",Queens,6285,869,445,215,411,118,7.1,2.7,6.5,2.2
1400000US36081055100,"Census Tract 551, Queens County, New York",Queens,4286,546,319,136,344,142,7.4,3.1,8,3.1
1400000US36081055200,"Census Tract 552, Queens County, New York",Queens,2904,594,131,124,495,119,4.5,3.9,17,4.8
1400000US36081055300,"Census Tract 553, Queens County, New York",Queens,2791,506,139,78,160,42,5,2.7,5.7,1.7
1400000US36081055400,"Census Tract 554, Queens County, New York",Queens,2674,414,190,97,363,92,7.1,3.7,13.6,4
1400000US36081055500,"Census Tract 555, Queens County, New York",Queens,2374,435,167,69,157,82,7,3,6.6,3.4
1400000US36081055600,"Census Tract 556, Queens County, New York",Queens,2275,493,96,68,457,203,4.2,2.7,20.1,6.6
1400000US36081055700,"Census Tract 557, Queens County, New York",Queens,4109,587,188,101,152,93,4.6,2.3,3.7,2.3
1400000US36081055800,"Census Tract 558, Queens County, New York",Queens,1687,338,5,8,386,127,0.3,0.5,22.9,6.1
1400000US36081055900,"Census Tract 559, Queens County, New York",Queens,1191,292,80,51,137,127,6.7,3.8,11.5,8.9
1400000US36081056000,"Census Tract 560, Queens County, New York",Queens,1704,276,102,56,285,85,6,3.2,16.7,4.5
1400000US36081056100,"Census Tract 561, Queens County, New York",Queens,8,12,0,12,8,12,0,100,100,100
1400000US36081056200,"Census Tract 562, Queens County, New York",Queens,1627,351,20,31,485,204,1.2,1.9,29.8,9
1400000US36081056400,"Census Tract 564, Queens County, New York",Queens,1089,266,28,25,321,110,2.6,2.4,29.5,10.8
1400000US36081056500,"Census Tract 565, Queens County, New York",Queens,1575,314,29,31,107,51,1.8,1.9,6.8,3.4
1400000US36081056600,"Census Tract 566, Queens County, New York",Queens,1297,339,28,33,431,298,2.2,2.6,33.2,16.9
1400000US36081056700,"Census Tract 567, Queens County, New York",Queens,5406,832,139,118,563,123,2.6,2.1,10.4,2.8
1400000US36081056800,"Census Tract 568, Queens County, New York",Queens,5232,680,219,96,813,269,4.2,1.9,15.5,4.6
1400000US36081057700,"Census Tract 577, Queens County, New York",Queens,3939,678,78,67,557,143,2,1.7,14.1,4.5
1400000US36081057900,"Census Tract 579, Queens County, New York",Queens,1690,268,153,78,251,97,9.1,4.8,14.9,5
1400000US36081058000,"Census Tract 580, Queens County, New York",Queens,4248,809,113,72,685,147,2.7,1.7,16.1,4.4
1400000US36081058100,"Census Tract 581, Queens County, New York",Queens,3068,746,214,134,412,283,7,3.3,13.4,7
1400000US36081058200,"Census Tract 582, Queens County, New York",Queens,5034,840,155,128,1054,264,3.1,2.5,20.9,4.9
1400000US36081058300,"Census Tract 583, Queens County, New York",Queens,3565,553,239,118,452,198,6.7,3.3,12.7,4.8
1400000US36081058500,"Census Tract 585, Queens County, New York",Queens,4501,502,165,102,259,96,3.7,2.2,5.8,2.1
1400000US36081058700,"Census Tract 587, Queens County, New York",Queens,3468,462,167,76,391,186,4.8,2.1,11.3,5
1400000US36081058900,"Census Tract 589, Queens County, New York",Queens,5147,756,382,210,345,122,7.4,3.5,6.7,2.5
1400000US36081059000,"Census Tract 590, Queens County, New York",Queens,1313,286,59,59,276,141,4.5,4.3,21,10.5
1400000US36081059100,"Census Tract 591, Queens County, New York",Queens,5367,849,229,161,746,237,4.3,2.9,13.9,4.7
1400000US36081059200,"Census Tract 592, Queens County, New York",Queens,1575,231,114,65,289,130,7.2,3.9,18.3,7.2
1400000US36081059300,"Census Tract 593, Queens County, New York",Queens,3975,572,129,73,527,126,3.2,1.7,13.3,3.2
1400000US36081059400,"Census Tract 594, Queens County, New York",Queens,1787,348,141,105,364,67,7.9,5,20.4,4.7
1400000US36081059501,"Census Tract 595.01, Queens County, New York",Queens,2037,365,226,171,204,89,11.1,7.6,10,4.5
1400000US36081059502,"Census Tract 595.02, Queens County, New York",Queens,3031,702,358,279,211,113,11.8,7.8,7,4.2
1400000US36081059600,"Census Tract 596, Queens County, New York",Queens,1312,300,63,44,473,178,4.8,3.2,36.1,11.4
1400000US36081059800,"Census Tract 598, Queens County, New York",Queens,1807,483,232,241,200,40,12.8,10.3,11.1,3.5
1400000US36081059900,"Census Tract 599, Queens County, New York",Queens,1198,245,56,61,254,67,4.7,4.6,21.2,6.4
1400000US36081060000,"Census Tract 600, Queens County, New York",Queens,1126,199,35,21,246,70,3.1,1.9,21.8,6
1400000US36081060100,"Census Tract 601, Queens County, New York",Queens,2336,393,134,55,224,64,5.7,2.4,9.6,3
1400000US36081060300,"Census Tract 603, Queens County, New York",Queens,2079,500,174,95,174,61,8.4,3.5,8.4,3.4
1400000US36081060600,"Census Tract 606, Queens County, New York",Queens,1158,218,49,42,326,49,4.2,3.1,28.2,5.3
1400000US36081060701,"Census Tract 607.01, Queens County, New York",Queens,14,22,0,12,0,12,0,82.3,0,82.3
1400000US36081060800,"Census Tract 608, Queens County, New York",Queens,1568,227,39,28,316,78,2.5,1.8,20.2,4.9
1400000US36081061000,"Census Tract 610, Queens County, New York",Queens,1554,223,111,43,266,95,7.1,2.8,17.1,6.1
1400000US36081061200,"Census Tract 612, Queens County, New York",Queens,2078,430,46,57,454,129,2.2,3.1,21.8,4.2
1400000US36081061301,"Census Tract 613.01, Queens County, New York",Queens,5446,896,405,263,612,179,7.4,4,11.2,3.3
1400000US36081061302,"Census Tract 613.02, Queens County, New York",Queens,0,12,0,12,0,12,-,**,-,**
1400000US36081061400,"Census Tract 614, Queens County, New York",Queens,1432,310,48,33,267,60,3.4,2.4,18.6,5.2
1400000US36081061601,"Census Tract 616.01, Queens County, New York",Queens,2528,404,77,65,546,110,3,2.3,21.6,5.1
1400000US36081061602,"Census Tract 616.02, Queens County, New York",Queens,1047,190,53,42,218,72,5.1,3.7,20.8,6.5
1400000US36081061800,"Census Tract 618, Queens County, New York",Queens,1726,305,107,65,285,75,6.2,3.6,16.5,5.5
1400000US36081061900,"Census Tract 619, Queens County, New York",Queens,3398,760,305,145,418,199,9,4.4,12.3,4.3
1400000US36081062000,"Census Tract 620, Queens County, New York",Queens,1490,219,41,25,443,142,2.8,1.7,29.7,9.7
1400000US36081062100,"Census Tract 621, Queens County, New York",Queens,2697,473,76,64,379,134,2.8,2.3,14.1,5.1
1400000US36081062200,"Census Tract 622, Queens County, New York",Queens,2131,395,0,12,445,113,0,1.6,20.9,5.6
1400000US36081062300,"Census Tract 623, Queens County, New York",Queens,2266,421,225,143,256,86,9.9,5.6,11.3,4.5
1400000US36081062400,"Census Tract 624, Queens County, New York",Queens,0,12,0,12,0,12,-,**,-,**
1400000US36081062500,"Census Tract 625, Queens County, New York",Queens,2484,435,70,53,473,245,2.8,2.1,19,8.3
1400000US36081062600,"Census Tract 626, Queens County, New York",Queens,2622,366,131,76,432,82,5,2.5,16.5,2.9
1400000US36081062700,"Census Tract 627, Queens County, New York",Queens,2861,538,196,179,413,152,6.9,5.6,14.4,6
1400000US36081062900,"Census Tract 629, Queens County, New York",Queens,3156,453,347,175,422,157,11,4.8,13.4,4.8
1400000US36081063000,"Census Tract 630, Queens County, New York",Queens,1476,272,25,23,276,83,1.7,1.6,18.7,5.7
1400000US36081063200,"Census Tract 632, Queens County, New York",Queens,2441,327,45,31,486,121,1.8,1.3,19.9,4.7
1400000US36081063301,"Census Tract 633.01, Queens County, New York",Queens,1608,254,179,117,164,50,11.1,6,10.2,3.6
1400000US36081063302,"Census Tract 633.02, Queens County, New York",Queens,1527,411,82,76,281,133,5.4,3.8,18.4,5.5
1400000US36081063500,"Census Tract 635, Queens County, New York",Queens,2521,480,143,91,398,107,5.7,3.5,15.8,5.1
1400000US36081063700,"Census Tract 637, Queens County, New York",Queens,3367,555,178,116,729,297,5.3,3.4,21.7,7.8
1400000US36081063800,"Census Tract 638, Queens County, New York",Queens,3358,585,157,81,647,256,4.7,2.2,19.3,6.2
1400000US36081063900,"Census Tract 639, Queens County, New York",Queens,2978,662,176,109,402,154,5.9,3.7,13.5,4.5
1400000US36081064101,"Census Tract 641.01, Queens County, New York",Queens,2288,261,87,47,510,114,3.8,2,22.3,5.1
1400000US36081064102,"Census Tract 641.02, Queens County, New York",Queens,0,12,0,12,0,12,-,**,-,**
1400000US36081064500,"Census Tract 645, Queens County, New York",Queens,1876,429,106,67,321,91,5.7,3.6,17.1,6
1400000US36081064600,"Census Tract 646, Queens County, New York",Queens,3156,384,178,94,634,153,5.6,2.8,20.1,4.4
1400000US36081065000,"Census Tract 650, Queens County, New York",Queens,2801,458,139,67,496,138,5,2.3,17.7,4.4
1400000US36081065401,"Census Tract 654.01, Queens County, New York",Queens,3728,524,275,121,406,109,7.4,2.7,10.9,3
1400000US36081065402,"Census Tract 654.02, Queens County, New York",Queens,27,45,0,12,0,12,0,59.2,0,59.2
1400000US36081065501,"Census Tract 655.01, Queens County, New York",Queens,0,12,0,12,0,12,-,**,-,**
1400000US36081065600,"Census Tract 656, Queens County, New York",Queens,4896,813,155,106,795,230,3.2,2.1,16.2,4
1400000US36081065702,"Census Tract 657.02, Queens County, New York",Queens,1491,196,20,19,249,88,1.3,1.3,16.7,6.2
1400000US36081065703,"Census Tract 657.03, Queens County, New York",Queens,3020,907,94,74,1035,812,3.1,2.5,34.3,18.3
1400000US36081065900,"Census Tract 659, Queens County, New York",Queens,1941,317,76,62,351,79,3.9,3.3,18.1,4.7
1400000US36081066000,"Census Tract 660, Queens County, New York",Queens,3403,496,54,51,477,134,1.6,1.6,14,4.7
1400000US36081066100,"Census Tract 661, Queens County, New York",Queens,1638,208,53,35,426,126,3.2,2,26,6.4
1400000US36081066301,"Census Tract 663.01, Queens County, New York",Queens,2842,328,46,41,741,208,1.6,1.4,26.1,5.9
1400000US36081066302,"Census Tract 663.02, Queens County, New York",Queens,0,12,0,12,0,12,-,**,-,**
1400000US36081066401,"Census Tract 664.01, Queens County, New York",Queens,1444,452,22,48,263,180,1.5,3.1,18.2,11.5
1400000US36081066402,"Census Tract 664.02, Queens County, New York",Queens,2941,655,245,177,253,167,8.3,5.1,8.6,6.2
1400000US36081066403,"Census Tract 664.03, Queens County, New York",Queens,5708,1495,356,193,600,209,6.2,2.9,10.5,3.7
1400000US36081066404,"Census Tract 664.04, Queens County, New York",Queens,0,12,0,12,0,12,-,**,-,**
1400000US36081066501,"Census Tract 665.01, Queens County, New York",Queens,3948,636,125,91,953,271,3.2,2.3,24.1,7.3
1400000US36081066701,"Census Tract 667.01, Queens County, New York",Queens,3047,531,328,183,490,174,10.8,4.8,16.1,5.4
1400000US36081066900,"Census Tract 669, Queens County, New York",Queens,1687,283,215,108,244,85,12.7,5.4,14.5,5.4
1400000US36081067100,"Census Tract 671, Queens County, New York",Queens,2516,254,168,46,529,101,6.7,1.8,21,3.8
1400000US36081067700,"Census Tract 677, Queens County, New York",Queens,1820,259,156,81,443,172,8.6,4.3,24.3,7.5
1400000US36081067900,"Census Tract 679, Queens County, New York",Queens,4325,525,271,147,860,288,6.3,3.3,19.9,6.3
1400000US36081068000,"Census Tract 680, Queens County, New York",Queens,5212,705,262,151,803,220,5,2.8,15.4,3.7
1400000US36081068200,"Census Tract 682, Queens County, New York",Queens,974,221,51,44,188,62,5.2,3.9,19.3,5.5
1400000US36081068300,"Census Tract 683, Queens County, New York",Queens,3992,488,219,92,1041,281,5.5,2.3,26.1,5.8
1400000US36081068700,"Census Tract 687, Queens County, New York",Queens,4002,606,152,77,937,274,3.8,1.9,23.4,6.5
1400000US36081069000,"Census Tract 690, Queens County, New York",Queens,3746,705,346,199,572,161,9.2,4.4,15.3,4.3
1400000US36081069300,"Census Tract 693, Queens County, New York",Queens,2791,557,97,113,406,119,3.5,3.6,14.5,4
1400000US36081069400,"Census Tract 694, Queens County, New York",Queens,3352,584,143,82,568,163,4.3,2.4,16.9,5.1
1400000US36081069500,"Census Tract 695, Queens County, New York",Queens,2247,377,80,66,445,97,3.6,2.8,19.8,4.5
1400000US36081069701,"Census Tract 697.01, Queens County, New York",Queens,4071,573,245,121,656,218,6,3,16.1,5.3
1400000US36081069702,"Census Tract 697.02, Queens County, New York",Queens,3637,757,227,134,799,166,6.2,2.8,22,5.7
1400000US36081070300,"Census Tract 703, Queens County, New York",Queens,2129,323,92,67,523,210,4.3,3.1,24.6,7.9
1400000US36081070700,"Census Tract 707, Queens County, New York",Queens,2535,403,103,58,660,177,4.1,2.3,26,5.8
1400000US36081070900,"Census Tract 709, Queens County, New York",Queens,2992,504,206,80,468,124,6.9,2.7,15.6,4.5
1400000US36081071100,"Census Tract 711, Queens County, New York",Queens,6162,728,510,185,1350,330,8.3,2.8,21.9,4.8
1400000US36081071303,"Census Tract 713.03, Queens County, New York",Queens,5396,714,371,162,798,181,6.9,2.9,14.8,3.8
1400000US36081071304,"Census Tract 713.04, Queens County, New York",Queens,5743,657,392,208,1257,231,6.8,3.2,21.9,4.1
1400000US36081071305,"Census Tract 713.05, Queens County, New York",Queens,5195,603,283,136,673,189,5.4,2.5,13,3.6
1400000US36081071306,"Census Tract 713.06, Queens County, New York",Queens,6678,1195,453,174,844,194,6.8,2.5,12.6,3.9
1400000US36081071600,"Census Tract 716, Queens County, New York",Queens,0,12,0,12,0,12,-,**,-,**
1400000US36081071701,"Census Tract 717.01, Queens County, New York",Queens,4844,1010,304,211,1055,277,6.3,4,21.8,6.4
1400000US36081071702,"Census Tract 717.02, Queens County, New York",Queens,4022,419,232,100,798,198,5.8,2.4,19.8,5
1400000US36081071900,"Census Tract 719, Queens County, New York",Queens,2525,444,153,136,485,135,6.1,4.8,19.2,5.1
1400000US36081072100,"Census Tract 721, Queens County, New York",Queens,4475,605,535,202,1078,208,12,4.3,24.1,4.3
