Geography,Geographic_Area_Name,County,tot_pop_est,tot_pop_err,tot_pop_under_5_est,tot_pop_under_5_err,tot_pop_over_65_est,tot_pop_over_65_err,per_pop_under_5_est,per_pop_under_5_err,per_pop_over_65_est,per_pop_over_65_err
1400000US36005014900,"Census Tract 149, Bronx County, New York",Bronx,4611,1039,358,244,407,103,7.8,3.9,8.8,2.9
1400000US36005015100,"Census Tract 151, Bronx County, New York",Bronx,5165,914,436,179,519,158,8.4,3.3,10,2.7
1400000US36005015200,"Census Tract 152, Bronx County, New York",Bronx,2604,453,137,74,375,92,5.3,2.6,14.4,4.3
1400000US36005015300,"Census Tract 153, Bronx County, New York",Bronx,4311,647,377,157,358,147,8.7,3.5,8.3,3.3
1400000US36005015500,"Census Tract 155, Bronx County, New York",Bronx,2934,605,342,215,187,75,11.7,5.5,6.4,2.6
1400000US36005015700,"Census Tract 157, Bronx County, New York",Bronx,4861,793,307,151,749,505,6.3,3.3,15.4,8.6
1400000US36005015800,"Census Tract 158, Bronx County, New York",Bronx,1307,341,115,83,186,44,8.8,5.2,14.2,4.3
1400000US36005015900,"Census Tract 159, Bronx County, New York",Bronx,2115,459,35,44,382,146,1.7,2.1,18.1,6.7
1400000US36005016000,"Census Tract 160, Bronx County, New York",Bronx,3769,489,46,56,705,161,1.2,1.5,18.7,4.3
1400000US36005016100,"Census Tract 161, Bronx County, New York",Bronx,4633,649,371,146,739,304,8,2.8,16,5.7
1400000US36005016200,"Census Tract 162, Bronx County, New York",Bronx,1839,369,159,146,343,100,8.6,7.1,18.7,6.1
1400000US36005016300,"Census Tract 163, Bronx County, New York",Bronx,0,12,0,12,0,12,-,**,-,**
1400000US36005016400,"Census Tract 164, Bronx County, New York",Bronx,1019,184,79,65,273,72,7.8,5.6,26.8,7.2
1400000US36005016500,"Census Tract 165, Bronx County, New York",Bronx,1028,235,111,59,32,23,10.8,4.6,3.1,2.4
1400000US36005016600,"Census Tract 166, Bronx County, New York",Bronx,2229,372,189,74,247,69,8.5,3.2,11.1,3.6
1400000US36005016700,"Census Tract 167, Bronx County, New York",Bronx,3568,624,362,133,205,80,10.1,3,5.7,2.3
1400000US36005016900,"Census Tract 169, Bronx County, New York",Bronx,1658,343,110,52,139,60,6.6,2.6,8.4,3.6
1400000US36005017100,"Census Tract 171, Bronx County, New York",Bronx,0,12,0,12,0,12,-,**,-,**
1400000US36005017300,"Census Tract 173, Bronx County, New York",Bronx,5963,967,128,123,1011,253,2.1,2,17,4.4
1400000US36005017500,"Census Tract 175, Bronx County, New York",Bronx,6584,970,449,317,979,302,6.8,4.3,14.9,4.6
1400000US36005017701,"Census Tract 177.01, Bronx County, New York",Bronx,4501,710,568,302,540,179,12.6,5.6,12,3.8
1400000US36005017702,"Census Tract 177.02, Bronx County, New York",Bronx,5201,947,346,151,538,216,6.7,2.9,10.3,3.4
1400000US36005017901,"Census Tract 179.01, Bronx County, New York",Bronx,4955,924,332,188,312,116,6.7,3.3,6.3,2.7
1400000US36005017902,"Census Tract 179.02, Bronx County, New York",Bronx,3966,733,316,231,253,126,8,5.3,6.4,3.3
1400000US36005018101,"Census Tract 181.01, Bronx County, New York",Bronx,3451,736,291,180,195,91,8.4,5.4,5.7,2.8
1400000US36005018102,"Census Tract 181.02, Bronx County, New York",Bronx,5404,837,290,125,918,580,5.4,2.3,17,9.1
1400000US36005018301,"Census Tract 183.01, Bronx County, New York",Bronx,4490,551,293,144,1013,205,6.5,3.1,22.6,4.9
1400000US36005018302,"Census Tract 183.02, Bronx County, New York",Bronx,3503,644,162,114,265,106,4.6,3.1,7.6,3.2
1400000US36005018400,"Census Tract 184, Bronx County, New York",Bronx,3997,718,349,258,557,167,8.7,5.4,13.9,4
1400000US36005018501,"Census Tract 185.01, Bronx County, New York",Bronx,2764,574,303,154,71,38,11,5.6,2.6,1.4
1400000US36005018502,"Census Tract 185.02, Bronx County, New York",Bronx,6395,1025,785,271,365,131,12.3,4,5.7,2.3
1400000US36005018900,"Census Tract 189, Bronx County, New York",Bronx,8112,1204,647,257,455,147,8,3.1,5.6,1.9
1400000US36005019300,"Census Tract 193, Bronx County, New York",Bronx,6289,1039,443,200,656,196,7,3.1,10.4,3.8
1400000US36005019400,"Census Tract 194, Bronx County, New York",Bronx,2285,294,131,56,290,79,5.7,2.5,12.7,3.7
1400000US36005019500,"Census Tract 195, Bronx County, New York",Bronx,7097,1170,201,151,593,153,2.8,2,8.4,2.4
1400000US36005019700,"Census Tract 197, Bronx County, New York",Bronx,7126,884,535,247,559,200,7.5,3.4,7.8,2.7
1400000US36005019900,"Census Tract 199, Bronx County, New York",Bronx,7937,1083,412,202,837,266,5.2,2.5,10.5,3.1
1400000US36005020000,"Census Tract 200, Bronx County, New York",Bronx,4750,604,398,128,433,178,8.4,2.2,9.1,3.6
1400000US36005020100,"Census Tract 201, Bronx County, New York",Bronx,3887,657,279,180,455,115,7.2,4,11.7,3.2
1400000US36005020200,"Census Tract 202, Bronx County, New York",Bronx,2387,355,156,64,374,132,6.5,2.7,15.7,5.3
1400000US36005020400,"Census Tract 204, Bronx County, New York",Bronx,3279,621,400,199,305,127,12.2,4.6,9.3,4.1
1400000US36005020501,"Census Tract 205.01, Bronx County, New York",Bronx,6910,1180,632,312,844,151,9.1,3.7,12.2,2.5
1400000US36005020502,"Census Tract 205.02, Bronx County, New York",Bronx,2285,393,121,58,380,81,5.3,2.5,16.6,4
1400000US36005020601,"Census Tract 206.01, Bronx County, New York",Bronx,2469,612,247,148,374,168,10,5.1,15.1,6.1
1400000US36005020900,"Census Tract 209, Bronx County, New York",Bronx,4466,702,192,159,408,91,4.3,3.3,9.1,2.2
1400000US36005021001,"Census Tract 210.01, Bronx County, New York",Bronx,8489,961,573,294,1278,470,6.7,3.3,15.1,4.4
1400000US36005021002,"Census Tract 210.02, Bronx County, New York",Bronx,7958,1472,620,273,1043,200,7.8,2.9,13.1,3.3
1400000US36005021100,"Census Tract 211, Bronx County, New York",Bronx,5642,997,444,328,496,181,7.9,4.7,8.8,3.4
1400000US36005021200,"Census Tract 212, Bronx County, New York",Bronx,4931,736,223,189,768,340,4.5,3.4,15.6,6.4
1400000US36005021301,"Census Tract 213.01, Bronx County, New York",Bronx,1175,351,84,110,115,46,7.1,7.7,9.8,5
1400000US36005021302,"Census Tract 213.02, Bronx County, New York",Bronx,5369,875,445,256,1349,622,8.3,4.9,25.1,8.7
1400000US36005021501,"Census Tract 215.01, Bronx County, New York",Bronx,4478,904,376,134,350,103,8.4,2.4,7.8,2.4
1400000US36005021502,"Census Tract 215.02, Bronx County, New York",Bronx,6397,1033,533,263,417,116,8.3,3.3,6.5,2.2
1400000US36005021601,"Census Tract 216.01, Bronx County, New York",Bronx,4436,552,437,150,386,105,9.9,3.2,8.7,2.5
1400000US36005021602,"Census Tract 216.02, Bronx County, New York",Bronx,5880,921,336,152,599,177,5.7,2.2,10.2,3.1
1400000US36005021700,"Census Tract 217, Bronx County, New York",Bronx,5233,716,548,311,271,111,10.5,5.3,5.2,2.1
1400000US36005021800,"Census Tract 218, Bronx County, New York",Bronx,6010,1184,165,139,703,229,2.7,2.2,11.7,4.9
1400000US36005021900,"Census Tract 219, Bronx County, New York",Bronx,857,196,34,24,104,66,4,2.8,12.1,7.1
1400000US36005022000,"Census Tract 220, Bronx County, New York",Bronx,1985,382,155,121,121,54,7.8,5.1,6.1,3
1400000US36005022101,"Census Tract 221.01, Bronx County, New York",Bronx,3908,754,363,131,272,197,9.3,3.2,7,4.9
1400000US36005022102,"Census Tract 221.02, Bronx County, New York",Bronx,5433,865,401,221,265,94,7.4,3.5,4.9,1.9
1400000US36005022200,"Census Tract 222, Bronx County, New York",Bronx,3064,482,256,106,240,80,8.4,3,7.8,2.8
1400000US36005022300,"Census Tract 223, Bronx County, New York",Bronx,5168,879,576,364,584,153,11.1,6.2,11.3,3.3
1400000US36005022401,"Census Tract 224.01, Bronx County, New York",Bronx,2470,389,121,80,358,125,4.9,2.9,14.5,4.7
1400000US36005022403,"Census Tract 224.03, Bronx County, New York",Bronx,2920,408,213,110,380,87,7.3,3.4,13,3.2
1400000US36005022404,"Census Tract 224.04, Bronx County, New York",Bronx,4384,660,121,71,511,286,2.8,1.6,11.7,5.8
1400000US36005022500,"Census Tract 225, Bronx County, New York",Bronx,8937,1750,934,415,641,244,10.5,3.3,7.2,2.7
1400000US36005022701,"Census Tract 227.01, Bronx County, New York",Bronx,4748,677,260,134,462,87,5.5,2.8,9.7,2.3
1400000US36005022702,"Census Tract 227.02, Bronx County, New York",Bronx,1494,181,70,48,253,106,4.7,3,16.9,7
1400000US36005022703,"Census Tract 227.03, Bronx County, New York",Bronx,1858,627,237,259,169,71,12.8,10.2,9.1,4.6
1400000US36005022800,"Census Tract 228, Bronx County, New York",Bronx,6238,921,421,244,830,294,6.7,3.5,13.3,4.7
1400000US36005022901,"Census Tract 229.01, Bronx County, New York",Bronx,5196,759,351,161,374,112,6.8,3.1,7.2,2.4
1400000US36005022902,"Census Tract 229.02, Bronx County, New York",Bronx,3416,711,400,223,271,102,11.7,6,7.9,3.6
1400000US36005023000,"Census Tract 230, Bronx County, New York",Bronx,2821,485,267,134,252,89,9.5,4.2,8.9,3.2
1400000US36005023100,"Census Tract 231, Bronx County, New York",Bronx,1569,301,71,46,210,91,4.5,2.8,13.4,6.1
1400000US36005023200,"Census Tract 232, Bronx County, New York",Bronx,2382,369,168,85,361,87,7.1,3.1,15.2,5
1400000US36005023301,"Census Tract 233.01, Bronx County, New York",Bronx,3855,581,88,68,411,134,2.3,1.8,10.7,3.6
1400000US36005023302,"Census Tract 233.02, Bronx County, New York",Bronx,3581,642,347,143,228,70,9.7,3.3,6.4,2
1400000US36005023501,"Census Tract 235.01, Bronx County, New York",Bronx,3222,647,332,190,379,226,10.3,4.8,11.8,6.7
1400000US36005023502,"Census Tract 235.02, Bronx County, New York",Bronx,4346,860,521,363,681,118,12,6.4,15.7,4.4
1400000US36005023600,"Census Tract 236, Bronx County, New York",Bronx,1609,357,128,105,258,76,8,5.4,16,5.7
1400000US36005023702,"Census Tract 237.02, Bronx County, New York",Bronx,1395,536,94,91,79,42,6.7,4.9,5.7,3.6
1400000US36005023703,"Census Tract 237.03, Bronx County, New York",Bronx,5662,851,500,243,257,103,8.8,3.7,4.5,1.9
1400000US36005023704,"Census Tract 237.04, Bronx County, New York",Bronx,3838,601,348,119,224,104,9.1,3.1,5.8,3
1400000US36005023800,"Census Tract 238, Bronx County, New York",Bronx,2281,329,109,55,211,63,4.8,2,9.3,2.6
1400000US36005023900,"Census Tract 239, Bronx County, New York",Bronx,7947,1802,1082,478,474,182,13.6,4.1,6,2.7
1400000US36005024000,"Census Tract 240, Bronx County, New York",Bronx,3932,649,280,130,354,192,7.1,3.2,9,4.4
1400000US36005024100,"Census Tract 241, Bronx County, New York",Bronx,6546,864,509,190,590,378,7.8,2.9,9,5.4
1400000US36005024300,"Census Tract 243, Bronx County, New York",Bronx,5467,750,413,196,357,75,7.6,3.2,6.5,1.8
1400000US36005024400,"Census Tract 244, Bronx County, New York",Bronx,2015,247,91,66,286,87,4.5,3.2,14.2,4.4
1400000US36005024501,"Census Tract 245.01, Bronx County, New York",Bronx,4804,747,446,197,598,383,9.3,3.7,12.4,6.9
1400000US36005024502,"Census Tract 245.02, Bronx County, New York",Bronx,3632,697,312,187,348,88,8.6,4,9.6,3
1400000US36005024600,"Census Tract 246, Bronx County, New York",Bronx,2095,319,103,61,387,102,4.9,2.8,18.5,4.4
1400000US36005024700,"Census Tract 247, Bronx County, New York",Bronx,1906,356,179,68,279,169,9.4,3.3,14.6,7.2
1400000US36005024800,"Census Tract 248, Bronx County, New York",Bronx,3178,474,54,51,742,150,1.7,1.6,23.3,5.7
1400000US36005024900,"Census Tract 249, Bronx County, New York",Bronx,0,12,0,12,0,12,-,**,-,**
1400000US36005025000,"Census Tract 250, Bronx County, New York",Bronx,2604,462,220,58,554,208,8.4,2.4,21.3,8.2
1400000US36005025100,"Census Tract 251, Bronx County, New York",Bronx,6430,947,173,121,627,200,2.7,1.9,9.8,3.3
1400000US36005025200,"Census Tract 252, Bronx County, New York",Bronx,2677,386,192,109,352,73,7.2,3.8,13.1,3.6
1400000US36005025300,"Census Tract 253, Bronx County, New York",Bronx,6155,905,640,242,341,117,10.4,3.1,5.5,2
1400000US36005025400,"Census Tract 254, Bronx County, New York",Bronx,1912,310,123,66,371,70,6.4,2.8,19.4,4.2
1400000US36005025500,"Census Tract 255, Bronx County, New York",Bronx,7726,1082,486,220,1034,436,6.3,2.6,13.4,5.3
1400000US36005025600,"Census Tract 256, Bronx County, New York",Bronx,1547,321,96,87,325,157,6.2,5,21,8.5
1400000US36005025700,"Census Tract 257, Bronx County, New York",Bronx,1732,350,184,112,156,72,10.6,5,9,4.3
1400000US36005026100,"Census Tract 261, Bronx County, New York",Bronx,1994,320,92,66,448,80,4.6,3.2,22.5,5
1400000US36005026300,"Census Tract 263, Bronx County, New York",Bronx,6314,990,389,258,1664,438,6.2,3.8,26.4,6.4
1400000US36005026400,"Census Tract 264, Bronx County, New York",Bronx,5411,863,401,233,746,201,7.4,4.1,13.8,4.1
1400000US36005026500,"Census Tract 265, Bronx County, New York",Bronx,7426,1342,544,195,696,330,7.3,2.5,9.4,4.1
1400000US36005026601,"Census Tract 266.01, Bronx County, New York",Bronx,3108,523,176,129,520,148,5.7,3.5,16.7,5.7
1400000US36005026602,"Census Tract 266.02, Bronx County, New York",Bronx,5229,986,171,159,1046,318,3.3,2.9,20,6.8
1400000US36005026701,"Census Tract 267.01, Bronx County, New York",Bronx,3986,835,457,285,256,78,11.5,5.4,6.4,2.3
1400000US36005026702,"Census Tract 267.02, Bronx County, New York",Bronx,7862,1178,854,239,1106,619,10.9,2.7,14.1,6.8
1400000US36005026900,"Census Tract 269, Bronx County, New York",Bronx,3652,764,153,83,293,103,4.2,2.1,8,3.2
1400000US36005027300,"Census Tract 273, Bronx County, New York",Bronx,7312,1170,616,338,1270,353,8.4,4.2,17.4,4.5
1400000US36005027401,"Census Tract 274.01, Bronx County, New York",Bronx,5042,757,376,214,768,155,7.5,3.7,15.2,4
1400000US36005027402,"Census Tract 274.02, Bronx County, New York",Bronx,3442,579,174,95,788,184,5.1,2.5,22.9,5.9
1400000US36005027600,"Census Tract 276, Bronx County, New York",Bronx,261,235,5,9,15,17,1.9,5.2,5.7,10.3
1400000US36005027700,"Census Tract 277, Bronx County, New York",Bronx,4503,671,406,228,701,183,9,4.7,15.6,4
1400000US36005027900,"Census Tract 279, Bronx County, New York",Bronx,7884,1072,342,208,1271,256,4.3,2.5,16.1,3.6
1400000US36005028100,"Census Tract 281, Bronx County, New York",Bronx,3799,361,182,85,1017,188,4.8,2.2,26.8,5
1400000US36005028300,"Census Tract 283, Bronx County, New York",Bronx,2086,491,81,69,203,46,3.9,3.4,9.7,3.1
1400000US36005028400,"Census Tract 284, Bronx County, New York",Bronx,527,193,0,12,284,183,0,6.4,53.9,25.3
1400000US36005028500,"Census Tract 285, Bronx County, New York",Bronx,3538,563,228,101,432,123,6.4,2.9,12.2,3.5
1400000US36005028600,"Census Tract 286, Bronx County, New York",Bronx,949,198,73,47,307,138,7.7,4.6,32.3,11.5
1400000US36005028700,"Census Tract 287, Bronx County, New York",Bronx,3246,544,182,66,397,107,5.6,2.2,12.2,4.3
1400000US36005028800,"Census Tract 288, Bronx County, New York",Bronx,3251,789,291,164,520,172,9,5,16,5.4
1400000US36005028900,"Census Tract 289, Bronx County, New York",Bronx,4609,630,251,113,791,242,5.4,2.2,17.2,5.3
1400000US36005029301,"Census Tract 293.01, Bronx County, New York",Bronx,1772,191,83,38,813,141,4.7,2,45.9,5.3
1400000US36005029302,"Census Tract 293.02, Bronx County, New York",Bronx,5546,789,414,247,1576,297,7.5,4.1,28.4,5.1
1400000US36005029500,"Census Tract 295, Bronx County, New York",Bronx,4401,649,191,99,884,264,4.3,2.3,20.1,5.9
1400000US36005029600,"Census Tract 296, Bronx County, New York",Bronx,1807,300,91,44,269,94,5,2.3,14.9,5.3
1400000US36005029700,"Census Tract 297, Bronx County, New York",Bronx,3946,427,199,154,1269,235,5,3.9,32.2,5
1400000US36005030000,"Census Tract 300, Bronx County, New York",Bronx,6407,934,273,135,988,283,4.3,2.1,15.4,4.5
1400000US36005030100,"Census Tract 301, Bronx County, New York",Bronx,1463,222,70,58,594,128,4.8,3.7,40.6,7.1
1400000US36005030201,"Census Tract 302.01, Bronx County, New York",Bronx,3813,783,211,136,745,188,5.5,3.6,19.5,5.9
1400000US36005030202,"Census Tract 302.02, Bronx County, New York",Bronx,5128,1126,327,235,1304,276,6.4,3.6,25.4,7.2
1400000US36005030701,"Census Tract 307.01, Bronx County, New York",Bronx,5826,929,683,229,1554,238,11.7,4.2,26.7,5.3
1400000US36005030900,"Census Tract 309, Bronx County, New York",Bronx,4392,512,190,75,1985,367,4.3,1.7,45.2,6.1
1400000US36005031000,"Census Tract 310, Bronx County, New York",Bronx,4552,616,89,78,1668,260,2,1.7,36.6,5.2
1400000US36005031200,"Census Tract 312, Bronx County, New York",Bronx,1531,347,66,50,269,80,4.3,2.9,17.6,6.6
1400000US36005031400,"Census Tract 314, Bronx County, New York",Bronx,2085,371,106,58,547,144,5.1,2.5,26.2,6.6
1400000US36005031600,"Census Tract 316, Bronx County, New York",Bronx,1978,324,91,42,432,176,4.6,1.9,21.8,7
1400000US36005031800,"Census Tract 318, Bronx County, New York",Bronx,2215,360,107,60,563,145,4.8,2.7,25.4,7
1400000US36005031900,"Census Tract 319, Bronx County, New York",Bronx,141,41,0,12,17,35,0,21.8,12.1,23.8
1400000US36005032300,"Census Tract 323, Bronx County, New York",Bronx,4429,536,179,109,1732,484,4,2.4,39.1,7.9
1400000US36005032400,"Census Tract 324, Bronx County, New York",Bronx,3286,630,118,78,431,123,3.6,2.6,13.1,3.3
1400000US36005032600,"Census Tract 326, Bronx County, New York",Bronx,3695,560,211,101,623,147,5.7,2.8,16.9,4.2
1400000US36005032800,"Census Tract 328, Bronx County, New York",Bronx,3989,483,395,155,550,153,9.9,4,13.8,3.8
1400000US36005033000,"Census Tract 330, Bronx County, New York",Bronx,5456,706,382,223,659,236,7,3.7,12.1,4.4
1400000US36005033201,"Census Tract 332.01, Bronx County, New York",Bronx,5303,1126,426,213,822,306,8,3.4,15.5,5.9
1400000US36005033202,"Census Tract 332.02, Bronx County, New York",Bronx,3821,570,131,81,1045,227,3.4,2,27.3,4.7
1400000US36005033400,"Census Tract 334, Bronx County, New York",Bronx,13,15,0,12,4,6,0,85.4,30.8,31.3
1400000US36005033500,"Census Tract 335, Bronx County, New York",Bronx,2042,272,139,55,380,115,6.8,2.5,18.6,5.5
1400000US36005033601,"Census Tract 336.01, Bronx County, New York",Bronx,5121,1069,643,343,474,247,12.6,5.4,9.3,5.3
1400000US36005033602,"Census Tract 336.02, Bronx County, New York",Bronx,1678,532,195,127,189,112,11.6,5.9,11.3,7.6
1400000US36005033700,"Census Tract 337, Bronx County, New York",Bronx,2632,366,153,89,763,215,5.8,3.1,29,6.6
1400000US36005033801,"Census Tract 338.01, Bronx County, New York",Bronx,2261,530,208,135,225,117,9.2,4.7,10,4.9
1400000US36005033802,"Census Tract 338.02, Bronx County, New York",Bronx,1687,738,163,123,43,27,9.7,7.4,2.5,2.1
1400000US36005034000,"Census Tract 340, Bronx County, New York",Bronx,5683,789,560,232,572,185,9.9,3.8,10.1,2.9
1400000US36005034200,"Census Tract 342, Bronx County, New York",Bronx,1698,455,180,127,277,80,10.6,5.1,16.3,5.7
1400000US36005034300,"Census Tract 343, Bronx County, New York",Bronx,1660,258,221,96,230,93,13.3,4.7,13.9,5.6
1400000US36005034400,"Census Tract 344, Bronx County, New York",Bronx,2202,625,284,256,269,101,12.9,8.6,12.2,5.1
1400000US36005034500,"Census Tract 345, Bronx County, New York",Bronx,3278,591,104,72,772,137,3.2,2.3,23.6,5.2
1400000US36005034800,"Census Tract 348, Bronx County, New York",Bronx,5914,1142,364,278,841,247,6.2,4.2,14.2,5
1400000US36005035000,"Census Tract 350, Bronx County, New York",Bronx,2127,332,177,87,193,70,8.3,4.2,9.1,3.3
1400000US36005035100,"Census Tract 351, Bronx County, New York",Bronx,3719,486,253,118,533,245,6.8,2.9,14.3,6
